regno,選手名,外3着率,外3着源,艇番5乗艇,艇番5率,艇番6乗艇,艇番6率,残し率,型,6コ2着率,6コ3着率
4891,寺島美里,0.188,全国,35.0,0.314,27.0,0.259,,,,
4892,柴田直哉,0.175,全国,40.0,0.225,29.0,0.207,,,,
4893,渡邉真奈美,0.151,全国,30.0,0.5,24.0,0.083,,,,
4894,原村拓也,0.197,全国,38.0,0.263,29.0,0.172,,,,
4895,門間雄大,0.235,全国,35.0,0.343,27.0,0.333,,,,
4896,花本剛,0.175,全国,34.0,0.265,28.0,0.143,,,,
4897,深見亜由美,0.102,全国,33.0,0.273,29.0,0.034,,,,
4898,菊地敬介,0.194,全国,30.0,0.267,37.0,0.27,,,0.068,0.091
4899,占部一真,0.116,全国,33.0,0.182,22.0,0.182,,,,
4900,中田夕貴,0.155,全国,32.0,0.312,35.0,0.286,,,,
4901,出口舞有子,0.222,全国,29.0,0.345,25.0,0.28,,,,
4902,山川雄大,0.174,全国,41.0,0.488,30.0,0.2,,,,
4903,吉田凌太朗,0.208,全国,36.0,0.75,42.0,0.381,,,,
4904,松本一毅,0.198,全国,41.0,0.366,38.0,0.316,0.52,,,
4905,土井祥伍,0.134,全国,37.0,0.081,24.0,0.208,,,,
4906,鈴木雅希,0.257,全国,42.0,0.405,30.0,0.3,,,,
4907,小池修平,0.217,全国,34.0,0.588,46.0,0.457,,,,
4908,上田龍星,0.239,全国,34.0,0.412,39.0,0.564,,,,
4909,薮内瑞希,0.122,全国,32.0,0.312,36.0,0.167,,,,
4910,中村泰平,0.183,全国,39.0,0.564,35.0,0.457,,,,
4911,片岡大地,0.299,全国,31.0,0.323,29.0,0.483,,,,
4914,吉田裕平,0.106,全国,44.0,0.386,35.0,0.429,,,,
4917,岩橋裕馬,0.106,全国,32.0,0.188,28.0,0.179,,,,
4918,川島拓郎,0.2,全国,34.0,0.235,28.0,0.286,,,,
4919,吉田翔悟,0.257,全国,20.0,0.45,25.0,0.24,,,,
4924,中北涼,0.152,全国,41.0,0.341,28.0,0.036,,,,
4925,森悠稀,0.189,全国,33.0,0.364,36.0,0.278,,,,
4926,吉川貴仁,0.209,全国,23.0,0.783,30.0,0.633,,,,
4927,関野文,0.227,全国,37.0,0.378,39.0,0.385,0.308,飛ぶ型,,
4928,栗城匠,0.228,全国,30.0,0.533,35.0,0.4,,,,
4930,佐藤悠,0.246,全国,44.0,0.568,36.0,0.278,,,,
4931,木谷賢太,0.323,全国,46.0,0.696,41.0,0.439,,,,
4932,新開航,0.224,全国,40.0,0.55,42.0,0.429,,,,
4933,板橋侑我,0.25,全国,34.0,0.471,35.0,0.343,,,,
4934,佐々木翔斗,0.197,全国,37.0,0.405,41.0,0.22,0.565,,0.05,0.15
4936,戸敷晃美,0.234,全国,29.0,0.552,40.0,0.4,,,,
4938,小芦るり華,0.241,全国,41.0,0.439,35.0,0.429,,,,
4939,宮之原輝紀,0.148,全国,40.0,0.55,42.0,0.5,,,0.233,0.163
4940,白石有美,0.182,全国,,,15.0,0.267,,,,
4941,孫崎百世,0.133,全国,34.0,0.294,26.0,0.269,,,,
4942,柴田朋哉,0.234,全国,34.0,0.353,36.0,0.278,0.391,,0.05,0.125
4943,八木治樹,0.112,全国,28.0,0.107,23.0,0.13,,,,
4944,田代達也,0.173,全国,33.0,0.303,25.0,0.24,,,,
4945,上村宏太,0.181,全国,37.0,0.216,31.0,0.129,,,,
4947,間庭菜摘,0.221,全国,35.0,0.429,25.0,0.16,,,,
4948,木場悠介,0.162,全国,35.0,0.257,27.0,0.333,,,,
4949,横田貴満,0.241,全国,40.0,0.475,34.0,0.353,0.4,,,
4950,高岡竜也,0.175,全国,42.0,0.476,34.0,0.235,,,,
4951,新田洋一,0.216,全国,28.0,0.429,36.0,0.278,,,,
4952,吉武真也,0.091,全国,30.0,0.067,26.0,0.038,,,,
4953,尾上雅也,0.177,全国,39.0,0.564,41.0,0.463,,,,
4954,内山峻輔,0.135,全国,32.0,0.281,39.0,0.333,,,0.116,0.116
4956,齊藤大将,0.098,全国,16.0,0.312,,,,,,
4957,竹之内極,0.212,全国,40.0,0.3,31.0,0.161,,,,
4958,溝口海義也,0.263,全国,40.0,0.5,44.0,0.273,0.35,,0.024,0.238
4959,井上忠政,0.197,全国,44.0,0.568,43.0,0.372,,,,
4960,黒野元基,0.156,全国,43.0,0.605,38.0,0.579,,,,
4961,西橋奈未,0.184,全国,37.0,0.514,40.0,0.475,,,,
4962,畑竜生,0.257,全国,35.0,0.4,39.0,0.256,,,,
4963,實森美祐,0.19,全国,38.0,0.263,38.0,0.263,,,,
4964,土屋南,0.258,全国,33.0,0.515,26.0,0.346,,,,
4965,福岡泉水,0.146,全国,35.0,0.286,21.0,0.143,,,,
4966,田川大貴,0.108,全国,39.0,0.385,40.0,0.15,,,0.048,0.095
4967,中村魁生,0.273,全国,40.0,0.6,43.0,0.581,,,,
4969,町田洸希,0.131,全国,32.0,0.312,22.0,0.091,,,,
4973,栗原直也,0.162,全国,35.0,0.486,31.0,0.226,,,,
4974,安井瑞紀,0.171,全国,34.0,0.382,33.0,0.333,,,,
4976,金山立樹,0.225,全国,34.0,0.441,20.0,0.35,,,,
4977,馬野耀,0.238,全国,39.0,0.487,29.0,0.414,,,,
4978,山田和佐,0.216,全国,42.0,0.333,33.0,0.212,,,,
4979,中野夢斗,0.184,全国,35.0,0.371,30.0,0.267,,,,
4980,佐々木完太,0.146,全国,38.0,0.5,47.0,0.404,,,0.111,0.2
4981,牧山敦也,0.202,全国,34.0,0.441,30.0,0.167,,,,
4982,中村将隆,0.172,全国,30.0,0.467,25.0,0.24,,,,
4983,前田篤哉,0.191,全国,39.0,0.462,42.0,0.524,,,,
4984,森下愛梨,0.261,全国,26.0,0.385,32.0,0.469,,,0.163,0.209
4985,井本昌也,0.167,全国,43.0,0.442,37.0,0.324,,,,
4987,島倉都,0.126,全国,32.0,0.219,28.0,0.107,,,,
4988,牟田奨太,0.069,全国,38.0,0.184,28.0,0.071,,,,
4989,石原翼,0.246,全国,33.0,0.485,42.0,0.214,,,0.045,0.182
4990,田中博子,0.089,全国,15.0,0.067,,,,,,
4991,宗行治哉,0.21,全国,33.0,0.485,34.0,0.353,,,,
4992,廣瀬篤哉,0.075,全国,36.0,0.083,27.0,0.111,,,,
4994,山本梨菜,0.237,全国,36.0,0.417,42.0,0.333,0.455,,,
4995,田邉亮蔵,0.131,全国,36.0,0.25,26.0,0.154,,,,
4997,濱崎寿里矢,0.085,全国,18.0,0.167,15.0,0.0,,,,
4998,中村かなえ,0.067,全国,17.0,0.412,,,,,,
5000,岡本翔太郎,0.128,全国,32.0,0.312,33.0,0.212,,,,
5002,上田健太,0.265,全国,35.0,0.4,42.0,0.333,0.35,,0.025,0.275
5003,来田衣織,0.144,全国,38.0,0.263,25.0,0.2,,,,
5004,河野主樹,0.18,全国,37.0,0.27,32.0,0.281,,,,
5005,石田貴洋,0.236,全国,36.0,0.583,29.0,0.448,,,,
5006,久保原秀人,0.073,全国,35.0,0.114,26.0,0.115,,,,
5007,近藤雄一郎,0.208,全国,40.0,0.35,27.0,0.296,,,,
5008,羽野諒,0.211,全国,29.0,0.379,27.0,0.185,,,,
5009,大賀龍之介,0.159,全国,37.0,0.405,38.0,0.158,,,,
5010,宇留田翔平,0.14,全国,39.0,0.385,34.0,0.353,0.5,,,
5011,高木圭大,0.124,全国,31.0,0.226,27.0,0.111,,,,
5012,加倉侑征,0.167,全国,29.0,0.414,35.0,0.343,,,,
5013,山下夏鈴,0.171,全国,33.0,0.333,32.0,0.281,,,,
5014,梶山涼斗,0.118,全国,32.0,0.25,25.0,0.08,,,,
5015,高橋竜矢,0.25,全国,29.0,0.448,30.0,0.467,,,,
5016,宮田龍馬,0.314,全国,30.0,0.5,40.0,0.425,,,0.098,0.244
5017,澤田尚也,0.175,全国,39.0,0.564,35.0,0.286,,,,
5018,竹下大樹,0.357,当地,41.0,0.439,45.0,0.467,,,,
5019,柴田百恵,0.141,全国,25.0,0.32,22.0,0.273,,,,
5020,宮村勇哉,0.14,全国,26.0,0.385,32.0,0.125,,,,
5022,伊藤尚汰,0.053,全国,38.0,0.211,24.0,0.125,,,,
5023,久永祥平,0.26,全国,35.0,0.514,30.0,0.467,,,,
5026,安河内健,0.139,全国,41.0,0.537,36.0,0.361,,,,
5027,重冨勇哉,0.202,全国,34.0,0.412,32.0,0.344,,,,
5028,原田才一郎,0.223,全国,41.0,0.537,38.0,0.316,,,,
5029,中亮太,0.126,全国,34.0,0.441,37.0,0.27,,,,
5031,渡辺空依,0.158,全国,33.0,0.212,31.0,0.161,,,,
5032,谷口知優,0.188,全国,37.0,0.378,28.0,0.321,,,,
5033,藤原孝斗,0.102,全国,30.0,0.1,24.0,0.25,,,,
5034,若林義人,0.248,全国,44.0,0.5,40.0,0.35,,,,
5035,櫻井優,0.186,全国,45.0,0.378,30.0,0.3,,,,
5036,福田翔吾,0.16,全国,41.0,0.341,31.0,0.323,,,,
5037,田頭虎親,0.185,全国,32.0,0.312,29.0,0.31,,,,
5038,金田智博,0.186,全国,36.0,0.333,35.0,0.371,,,,
5039,倉田茂将,0.144,全国,31.0,0.323,39.0,0.205,,,,
5041,荒牧凪沙,0.144,全国,30.0,0.333,32.0,0.219,,,,
5042,畑田汰一,0.267,全国,44.0,0.591,33.0,0.364,,,,
5043,中村日向,0.2,全国,45.0,0.467,46.0,0.413,,,0.156,0.2
5044,渡邉健,0.133,全国,29.0,0.241,31.0,0.194,,,,
5045,平川香織,0.304,全国,44.0,0.568,41.0,0.439,0.56,,,
5046,松山裕基,0.157,全国,34.0,0.206,32.0,0.375,,,,
5047,國分将太郎,0.216,全国,30.0,0.367,30.0,0.333,,,,
5048,眞鳥康太,0.165,全国,34.0,0.324,33.0,0.242,,,0.127,0.155
5049,松井友汰,0.306,全国,32.0,0.594,35.0,0.343,,,,
5050,木下雄介,0.189,全国,37.0,0.514,35.0,0.343,,,,
5051,松本純平,0.267,全国,37.0,0.595,40.0,0.425,,,,
5052,赤井星璃菜,0.109,全国,17.0,0.118,19.0,0.053,,,,
5053,山口広樹,0.113,全国,30.0,0.233,31.0,0.097,,,,
5054,佐々木大河,0.186,全国,36.0,0.528,27.0,0.481,,,,
5055,眞鳥章太,0.178,全国,34.0,0.441,37.0,0.27,,,,
5056,西岡成美,0.222,全国,,,,,,,,
5057,上田紗奈,0.082,全国,28.0,0.25,29.0,0.241,,,,
5058,前原大道,0.299,全国,41.0,0.488,46.0,0.609,,,,
5060,数原魁,0.162,全国,38.0,0.316,34.0,0.324,,,,
5061,中村駿平,0.105,全国,30.0,0.2,24.0,0.083,,,,
5063,大塚雅治,0.19,全国,33.0,0.242,31.0,0.194,,,,
5064,品川二千翔,0.22,全国,35.0,0.571,40.0,0.3,,,,
5065,伊久間陽優,0.051,全国,30.0,0.367,30.0,0.233,,,,
5066,鈴木孝明,0.269,全国,40.0,0.625,31.0,0.452,,,,
5067,山田真聖,0.21,全国,38.0,0.447,19.0,0.421,,,,
5068,前田滉,0.202,全国,35.0,0.629,35.0,0.514,,,,
5069,山崎小葉音,0.184,全国,29.0,0.448,21.0,0.048,,,,
5070,中島航,0.145,全国,27.0,0.259,20.0,0.05,,,,
5071,野見山拓己,0.144,全国,30.0,0.2,27.0,0.222,,,,
5072,吉田杏美,0.0,全国,,,,,,,,
5073,上原健次郎,0.2,全国,32.0,0.281,34.0,0.382,,,,
5074,大澤誠也,0.14,全国,33.0,0.455,29.0,0.103,,,,
5075,中島秀治,0.241,全国,41.0,0.634,44.0,0.386,0.345,,0.091,0.25
5076,石原光,0.168,全国,35.0,0.429,32.0,0.156,,,,
5077,滝沢崚,0.156,全国,22.0,0.273,18.0,0.167,,,,
5078,山川波乙,0.154,全国,31.0,0.323,28.0,0.107,,,,
5079,大石真央,0.158,全国,28.0,0.25,29.0,0.138,,,,
5081,篠原飛翔,0.289,全国,30.0,0.533,28.0,0.286,0.364,,,
5082,一色凌雅,0.2,全国,39.0,0.41,35.0,0.314,,,,
5083,柳瀬幹太,0.167,全国,31.0,0.419,31.0,0.258,,,,
5084,末永和也,0.211,全国,29.0,0.31,33.0,0.515,,,,
5085,中村栄治,0.222,全国,37.0,0.486,26.0,0.231,,,,
5086,本村大,0.103,全国,33.0,0.212,23.0,0.174,,,,
5087,佐藤航,0.242,全国,32.0,0.688,43.0,0.488,,,,
5088,高憧四季,0.179,全国,48.0,0.458,46.0,0.478,0.522,,0.182,0.159
5089,前田翔,0.257,全国,37.0,0.568,31.0,0.387,,,,
5090,生方靖亜,0.206,全国,28.0,0.5,34.0,0.206,,,,
5091,為本智也,0.278,全国,22.0,0.455,29.0,0.448,,,,
5092,篠原晟弥,0.213,全国,33.0,0.545,36.0,0.472,,,,
5093,浦野海,0.122,全国,38.0,0.263,35.0,0.2,,,,
5095,小原聡将,0.33,全国,33.0,0.515,29.0,0.517,,,,
5096,上原崚,0.177,全国,41.0,0.537,36.0,0.222,,,,
5098,大江純,0.157,全国,40.0,0.225,23.0,0.217,,,,
5100,栗原一馬,0.127,全国,24.0,0.417,29.0,0.172,,,,
5101,表健太,0.141,全国,29.0,0.241,18.0,0.111,,,,
5102,原田雄次,0.211,全国,38.0,0.447,34.0,0.265,,,,
5103,芝田京介,0.115,全国,27.0,0.333,27.0,0.074,,,,
5104,山田丈,0.259,全国,27.0,0.481,30.0,0.367,,,,
5105,富田恕生,0.2,全国,41.0,0.366,29.0,0.172,,,,
5106,山崎祥,0.245,全国,35.0,0.429,29.0,0.241,,,,
5107,松本真広,0.165,全国,25.0,0.28,23.0,0.261,,,,
5108,柴田愛梨,0.056,全国,19.0,0.053,17.0,0.118,,,,
5109,川崎智稔,0.156,全国,39.0,0.333,34.0,0.147,,,,
5110,杉山喜一,0.24,全国,36.0,0.333,32.0,0.375,,,,
5111,三村岳人,0.137,全国,34.0,0.353,29.0,0.172,,,,
5112,砂長知輝,0.273,全国,37.0,0.676,39.0,0.308,,,,
5113,黒明花夢,0.093,全国,16.0,0.125,,,,,,
5114,小林孝彰,0.195,全国,42.0,0.429,41.0,0.293,0.5,,0.042,0.25
5115,香川颯太,0.135,全国,27.0,0.296,29.0,0.241,,,,
5117,冨名腰桃奈,0.053,全国,25.0,0.32,24.0,0.042,,,,
5118,野田なづき,0.186,全国,29.0,0.414,28.0,0.393,,,,
5120,山本稔太朗,0.127,全国,25.0,0.28,33.0,0.273,,,,
5121,定松勇樹,0.153,全国,41.0,0.61,40.0,0.425,,,,
5122,相馬翔,0.157,全国,23.0,0.261,20.0,0.25,,,,
5123,福山恵里奈,0.131,全国,37.0,0.135,33.0,0.121,,,,
5124,上瀧絢也,0.207,全国,32.0,0.438,21.0,0.048,,,,
5125,高井雄基,0.222,全国,31.0,0.452,35.0,0.4,,,,
5126,山下大輝,0.252,全国,35.0,0.543,37.0,0.432,,,,
5127,沼田大都,0.241,全国,28.0,0.286,22.0,0.318,,,,
5128,坪井爽佑,0.202,全国,26.0,0.423,19.0,0.105,,,,
5129,山口真喜子,0.2,全国,31.0,0.387,40.0,0.325,,,,
5130,上野拓馬,0.238,全国,34.0,0.353,29.0,0.241,,,,
5131,江藤敦宏,0.149,全国,33.0,0.091,18.0,0.167,,,,
5132,中野希一,0.174,全国,35.0,0.571,33.0,0.394,0.28,飛ぶ型,,
5133,堀越雄貴,0.214,全国,29.0,0.448,23.0,0.348,,,,
5134,大原祥昌,0.224,全国,30.0,0.333,35.0,0.486,,,,
5135,仲航太,0.165,全国,32.0,0.312,42.0,0.214,,,0.119,0.048
5136,濱野斗馬,0.216,全国,45.0,0.511,40.0,0.35,,,0.122,0.244
5137,川原涼,0.213,全国,36.0,0.472,39.0,0.205,,,0.058,0.135
5138,村本大成,0.214,全国,21.0,0.19,,,,,,
5139,大場恒季,0.172,全国,34.0,0.559,27.0,0.37,,,,
5140,吉田彩乃,0.133,全国,33.0,0.152,28.0,0.179,,,,
5141,大澤風葵,0.158,全国,29.0,0.552,34.0,0.471,,,,
5142,常住蓮,0.221,全国,36.0,0.556,38.0,0.474,,,,
5143,常盤海心,0.2,全国,43.0,0.256,24.0,0.25,,,,
5144,中尾彩香,0.19,全国,34.0,0.412,31.0,0.161,,,,
5145,島川海輝,0.176,全国,39.0,0.462,45.0,0.222,,,,
5146,野田彩加,0.255,全国,30.0,0.4,25.0,0.2,,,,
5147,田中勇輔,0.107,全国,23.0,0.043,23.0,0.13,,,,
5148,松本怜,0.158,全国,26.0,0.154,21.0,0.19,,,,
5150,坂本雄紀,0.229,全国,31.0,0.548,36.0,0.472,,,,
5151,山下奈緒,0.089,全国,31.0,0.161,21.0,0.19,,,,
5152,丸山祐也,0.107,全国,27.0,0.259,20.0,0.15,,,,
5153,佐藤ほのか,0.139,全国,38.0,0.132,31.0,0.29,,,,
5154,村松栄太,0.125,全国,44.0,0.273,22.0,0.273,,,,
5155,内山七海,0.223,全国,31.0,0.516,32.0,0.406,,,,
5156,坂野さくら,0.245,全国,33.0,0.636,29.0,0.172,,,,
5157,市川健太,0.152,全国,36.0,0.25,36.0,0.194,,,,
5158,宮脇遼太,0.171,全国,38.0,0.395,37.0,0.459,,,0.171,0.195
5160,藤森陸斗,0.182,全国,36.0,0.417,39.0,0.154,,,0.049,0.098
5161,登玉隼百,0.171,全国,30.0,0.367,33.0,0.333,,,,
5162,松尾怜実,0.108,全国,15.0,0.133,,,,,,
5163,清水愛海,0.209,全国,29.0,0.621,41.0,0.488,,,0.146,0.22
5164,森田梨湖,0.024,全国,18.0,0.056,,,,,,
5165,小林愛実,0.175,全国,38.0,0.263,34.0,0.176,,,,
5166,仲道大輔,0.316,全国,42.0,0.619,37.0,0.378,,,,
5167,小川竜太朗,0.163,全国,34.0,0.265,24.0,0.292,,,,
5169,堀本翔太,0.148,全国,26.0,0.192,17.0,0.059,,,,
5170,佐藤太亮,0.2,全国,31.0,0.258,25.0,0.28,,,,
5171,清水未唯,0.0,全国,,,,,,,,
5172,田村慶,0.187,全国,30.0,0.433,37.0,0.351,,,,
5173,谷口佳蓮,0.118,全国,34.0,0.353,31.0,0.097,,,,
5174,川井萌,0.216,全国,,,,,,,,
5175,島崎丈一朗,0.234,全国,20.0,0.25,,,,,,
5176,石倉拓美,0.02,全国,19.0,0.105,,,,,,
5177,松井貫太,0.212,全国,39.0,0.359,29.0,0.172,,,,
5178,成貞琳平,0.107,全国,42.0,0.238,28.0,0.071,,,,
5179,藤本元輝,0.123,全国,23.0,0.261,27.0,0.111,,,,
5180,藤本紗弥香,0.135,全国,15.0,0.333,16.0,0.125,,,,
5181,森智哉,0.215,全国,32.0,0.312,28.0,0.393,,,,
5182,宮崎安奈,0.181,全国,36.0,0.389,35.0,0.286,,,,
5183,中野孝二,0.196,全国,33.0,0.455,33.0,0.182,,,,
5184,飯塚響,0.116,全国,16.0,0.25,,,,,,
5185,加藤優弥,0.24,全国,32.0,0.594,31.0,0.161,,,,
5186,遠藤圭吾,0.176,全国,31.0,0.194,22.0,0.273,,,,
5187,小坂風太,0.193,全国,20.0,0.2,16.0,0.25,,,,
5188,武井莉里佳,0.156,全国,40.0,0.425,36.0,0.333,,,,
5189,藤原早菜,0.232,全国,45.0,0.4,39.0,0.359,0.333,飛ぶ型,,
5190,大月遊雅,0.07,全国,31.0,0.194,21.0,0.19,,,,
5191,飛田江己,0.257,全国,47.0,0.532,44.0,0.545,,,0.175,0.3
5192,中尾優香,0.165,全国,26.0,0.385,36.0,0.139,,,,
5193,米丸乃絵,0.23,全国,39.0,0.462,40.0,0.375,,,,
5194,大久保佑香,0.105,全国,38.0,0.211,31.0,0.065,,,,
5195,北村寧々,0.18,全国,27.0,0.333,32.0,0.281,,,,
5196,鰐部太空海,0.215,全国,37.0,0.649,36.0,0.417,,,,
5197,中野仁照,0.217,全国,15.0,0.467,33.0,0.394,,,,
5198,奥村明日香,0.148,全国,35.0,0.314,20.0,0.1,,,,
5199,垂水悠,0.156,全国,33.0,0.303,31.0,0.29,,,,
5200,筒井美琴,0.0,全国,16.0,0.0,17.0,0.0,,,,
5201,村上宗太郎,0.136,全国,20.0,0.1,23.0,0.217,,,,
5203,神里琴音,0.115,当地,30.0,0.333,25.0,0.2,,,,
5204,宇恵有香,0.151,全国,19.0,0.105,,,,,,
5205,刑部亜里紗,0.231,全国,42.0,0.405,42.0,0.31,,,0.089,0.2
5206,梅原祥平,0.149,全国,20.0,0.2,25.0,0.16,,,,
5207,高山敬悟,0.119,全国,28.0,0.429,24.0,0.167,,,,
5208,屋良龍紀,0.167,全国,29.0,0.276,28.0,0.143,,,,
5209,小野京平,0.147,全国,17.0,0.176,25.0,0.08,,,,
5210,藤井公人,0.188,全国,37.0,0.459,34.0,0.176,,,,
5211,高井駿弥,0.129,全国,32.0,0.156,23.0,0.261,,,,
5212,西川拓利,0.216,全国,35.0,0.543,31.0,0.226,,,,
5213,湯淺紀香,0.183,全国,38.0,0.289,37.0,0.135,,,,
5214,田中宏典,0.126,全国,34.0,0.147,29.0,0.276,,,,
5216,長谷川晴哉,0.219,全国,33.0,0.455,35.0,0.314,0.304,飛ぶ型,,
5217,藤原碧生,0.2,全国,29.0,0.586,41.0,0.341,,,0.122,0.195
5218,山田理央,0.25,全国,39.0,0.513,36.0,0.417,,,,
5219,森口和紀,0.133,全国,27.0,0.296,32.0,0.219,,,,
5220,青木蓮,0.273,全国,37.0,0.514,40.0,0.575,,,,
5221,竹間隆晟,0.246,全国,36.0,0.611,36.0,0.361,,,0.073,0.22
5222,津田陸翔,0.196,全国,35.0,0.4,37.0,0.27,,,,
5223,森清友翔,0.142,全国,37.0,0.27,40.0,0.225,,,,
5224,西岡顕心,0.265,全国,38.0,0.5,42.0,0.5,,,0.167,0.31
5226,藤田俊祐,0.169,全国,26.0,0.385,25.0,0.4,,,,
5227,川原愛未,0.0,全国,,,,,,,,
5228,若林樹蘭,0.236,全国,27.0,0.481,30.0,0.367,,,,
5229,吉川晴人,0.182,全国,41.0,0.463,40.0,0.275,,,0.095,0.167
5230,石原凪紗,0.103,全国,31.0,0.29,33.0,0.121,,,,
5231,寺田空詩,0.18,全国,31.0,0.323,31.0,0.226,,,,
5232,樅山拓馬,0.136,全国,30.0,0.367,28.0,0.286,,,,
5234,塚越海斗,0.231,全国,37.0,0.595,42.0,0.405,,,,
5235,岩田凌,0.086,全国,18.0,0.056,17.0,0.059,,,,
5236,小宮涼雅,0.152,全国,37.0,0.243,40.0,0.2,,,0.021,0.167
5237,永松良教,0.171,全国,26.0,0.269,28.0,0.214,,,,
5238,笹木香吾,0.134,全国,34.0,0.441,41.0,0.268,,,0.075,0.075
5239,上野俊樹,0.255,全国,36.0,0.417,39.0,0.282,,,,
5240,高橋龍治,0.167,全国,22.0,0.273,36.0,0.194,,,,
5241,門田栞,0.143,全国,32.0,0.312,30.0,0.267,,,,
5242,高山弘斗,0.11,全国,36.0,0.333,30.0,0.2,,,,
5243,三馬崇史,0.191,全国,32.0,0.375,35.0,0.314,,,,
5244,黒田剛,0.135,全国,24.0,0.083,18.0,0.167,,,,
5245,倉富大誠,0.184,全国,37.0,0.432,25.0,0.28,,,,
5246,楠将太郎,0.131,全国,32.0,0.312,37.0,0.351,,,,
5247,大森翼,0.275,全国,38.0,0.368,27.0,0.222,,,,
5248,本田愛,0.137,全国,34.0,0.324,36.0,0.361,,,,
5249,三木晴斗,0.173,全国,31.0,0.355,32.0,0.25,,,,
5250,嶋田有里,0.108,全国,30.0,0.3,28.0,0.107,,,,
5251,沼田七華,0.0,全国,15.0,0.0,18.0,0.0,,,,
5252,荒木颯斗,0.223,全国,32.0,0.375,30.0,0.3,,,,
5253,藤井太雅,0.097,全国,,,35.0,0.114,,,,
5254,羽田妃希,0.116,全国,32.0,0.25,31.0,0.097,,,,
5255,藤原仙二,0.278,全国,43.0,0.674,38.0,0.447,,,,
5256,中山翔太,0.218,全国,36.0,0.556,33.0,0.485,,,,
5257,西丸侑太朗,0.2,全国,46.0,0.478,41.0,0.415,0.304,飛ぶ型,,
5258,仲本舜,0.175,全国,33.0,0.303,26.0,0.269,,,,
5259,野田昇吾,0.108,全国,21.0,0.238,22.0,0.136,,,,
5261,岡暢祐,0.165,全国,28.0,0.143,20.0,0.0,,,,
5262,鈴木章司,0.079,全国,32.0,0.312,27.0,0.185,,,,
5263,花田凱成,0.176,全国,40.0,0.325,27.0,0.074,,,,
5264,登みひ果,0.173,全国,40.0,0.325,33.0,0.303,,,,
5265,大廣咲季,0.099,全国,35.0,0.2,32.0,0.031,,,,
5266,石田勇斗,0.115,全国,29.0,0.31,23.0,0.217,,,,
5267,石本裕武,0.189,全国,43.0,0.558,43.0,0.279,,,,
5268,山本幸也,0.037,全国,27.0,0.185,45.0,0.022,,,0.016,0.033
5269,山口晃朋,0.171,全国,36.0,0.333,34.0,0.382,,,,
5270,小玉啓太,0.208,全国,32.0,0.406,27.0,0.074,,,,
5271,杉山太陽,0.105,全国,31.0,0.258,29.0,0.138,,,,
5272,松田真実,0.113,全国,35.0,0.229,29.0,0.172,,,,
5273,山下拓巳,0.119,全国,34.0,0.324,27.0,0.037,,,,
5274,城間盛渚,0.143,当地,27.0,0.259,31.0,0.161,,,,
5275,松田淳平,0.233,全国,33.0,0.576,32.0,0.438,,,,
5276,大島隆乃介,0.155,全国,30.0,0.4,30.0,0.2,,,,
5277,井上未都,0.214,全国,35.0,0.257,31.0,0.194,,,,
5278,田中駿兵,0.153,全国,37.0,0.568,39.0,0.538,,,0.244,0.146
5279,石渡翔一郎,0.18,全国,35.0,0.6,25.0,0.32,,,,
5280,廣瀬凜,0.272,全国,38.0,0.842,35.0,0.314,,,,
5281,井上遥妃,0.189,全国,33.0,0.606,41.0,0.415,,,,
5282,中本大樹,0.265,全国,33.0,0.455,28.0,0.321,,,,
5283,植木美帆,0.059,全国,21.0,0.286,23.0,0.0,,,,
5284,嘉手苅徹哉,0.12,当地,27.0,0.259,23.0,0.043,,,,
5285,若林麗,0.109,全国,27.0,0.074,32.0,0.219,,,,
5286,坂井滉哉,0.111,全国,34.0,0.294,27.0,0.111,,,,
5287,滝沢織寧,0.109,全国,31.0,0.226,31.0,0.097,,,,
5288,尾道佳諭,0.161,全国,31.0,0.226,26.0,0.115,,,,
5289,佃來紀,0.225,全国,33.0,0.545,26.0,0.269,,,,
5290,坂本一真,0.065,全国,30.0,0.133,26.0,0.038,,,,
5291,三嶌こころ,0.127,全国,38.0,0.158,28.0,0.179,,,,
5292,佐藤右京,0.114,全国,33.0,0.273,24.0,0.042,,,,
5293,眞崎武蔵,0.082,全国,27.0,0.185,26.0,0.038,,,,
5294,豊田祥生,0.052,全国,29.0,0.103,28.0,0.036,,,,
5295,田上凜,0.115,全国,30.0,0.333,31.0,0.258,,,0.086,0.069
5296,永田楽,0.101,全国,38.0,0.211,24.0,0.042,,,,
5297,南彩寧,0.049,全国,36.0,0.139,23.0,0.043,,,,
5298,水谷理人,0.288,全国,35.0,0.714,43.0,0.465,,,0.167,0.286
5299,西丸敦基,0.168,全国,34.0,0.353,31.0,0.29,,,,
5300,横田海人,0.057,全国,26.0,0.115,27.0,0.111,,,,
5301,岩下巧斗,0.154,全国,29.0,0.379,33.0,0.091,,,,
5302,秋末秦悟,0.133,全国,28.0,0.214,30.0,0.133,,,,
5303,土井歩夢,0.273,全国,38.0,0.342,33.0,0.424,,,,
5304,井田涼介,0.012,全国,28.0,0.036,24.0,0.083,,,,
5305,伊藤栞,0.068,全国,27.0,0.111,18.0,0.0,,,,
5306,河内悠利杏,0.063,全国,34.0,0.088,29.0,0.069,,,,
5307,富永夏哉人,0.14,全国,40.0,0.375,24.0,0.25,,,,
5308,藤森拓海,0.144,全国,35.0,0.314,24.0,0.125,,,,
5309,森雄利,0.056,全国,30.0,0.133,26.0,0.038,,,,
